Code,Name,ram-ddr3,ram-ddr4,adata,antecmemory,avexir,axpro,corsair,gadmei,gigabyte,gskill,hp,kingmax,kingston,micron,siliconpower,team,duoi-2trieu,2trieu-4trieu,4trieu-8trieu,tren-8trieu,ddr3-1,ddr4-1,2gb-1-1,4gb-1-1-1-1,8gb-1-x-8gb,8gb-2-x-4gb,16gb-1-x-16gb,16gb-2-x-8gb,16gb-4-x-4gb,32gb-1-x-32gb,32gb-2-x-16gb,32gb-4-x-8gb,64gb-1-x-64gb,64gb-2-x-32gb,ddr3-1333-mhz,ddr3-1600-mhz,ddr4-2133-mhz,ddr4-2400-mhz,ddr4-2666-mhz,ddr4-2800-mhz,ddr4-3000-mhz,ddr4-3200-mhz,ddr4-3600-mhz,ddr4-4000-mhz,ram-ecc,ram-non-ecc,co-led,khong-co-led
RAGS330,RAM Desktop Gskill Trident Z Royal (F4-3000C16D-16GTRG) 16GB (2x8GB) DDR4 3000Mhz,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
RAAX009,Ram Desktop AXPRO 4GB (1x4GB) DDR3 1333 Mhz,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
RAAX011,Ram Destop Axpro 8GB (1x8GB) DDR4 2400Mhz,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes
RAAV175,Ram Desktop AVEXIR 2C2A - Core 2 RGB (AVD4UZ33001608G-2C2A) 16GB (2x8GB) DDR4 3000Mhz,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
RAAD262,Ram Desktop Adata XPG Spectrix D50 RGB (AX4U320038G16A-DT50) 16GB (2x8GB) DDR4 3200Mhz,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
RAAV176,Ram Desktop AVEXIR 1COB Blue (AVD4UZ326661916G-1COB) 16GB (1x16GB) DDR4 2666Mhz,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No
RAKT277,Ram Desktop Kingston HyperX Fury (HX432C16FB4/16) 16GB (1x16GB) DDR4 3200Mhz,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes
RAKT186,RAM Desktop KINGSTON HyperX Fury Red (HX316C10FR/8) 8GB (1x8GB) DDR3 1600MHz ,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes
RAAX007,RAM AXPRO 4GB DDR4 Bus 2133Mhz - UDIMM,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes
RAKT261,Ram Desktop Kingston (KVR16N11/8) 8GB (1x8GB) DDR3 1600Mhz,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
RACO325,RAM desktop Corsair Vengeance LPX (CMK16GX4M2D3000C16) 16GB (2x8GB) DDR4 3000MHz,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
RAAD263,Ram Desktop Adata XPG Spectrix D50 RGB(AX4U320038G16A-ST50) 8GB (1x8GB) DDR4 3200Mhz,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
RAAV177,Ram Desktop AVEXIR 1COR Red (AVD4UZ326661916G-1COR) 16GB (1x16GB) DDR4 2666Mhz,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No
RAKT278,Ram Desktop Kingston HyperX Fury (HX432C16FB3K2/16) 16GB (2x8GB) DDR4 3200Mhz,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes
RACO317,RAM Desktop CORSAIR Vengeance PRO RGB (CMW16GX4M2D3000C16) 16GB (2x8GB) DDR4 3000MHz,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
RATE014,Ram Desktop Team Delta RGB LED Black (TF3D416G3000HC16CDC01) 16GB (2x8GB) DDR4 3000MHz ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
RAGS327,RAM Desktop Gskill Trident Z RGB ( F4-3000C16S-8GTZR) 8GB (1x8GB) DDR4 3000Mhz,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
RAGS442,RAM Desktop Gskill Trident Z Neo (F4-3600C16D-32GTZNC) 32GB (2x16GB) DDR4 3600MHz,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No
RAAD257,RAM Desktop Adata (AD4U2666W4G19-S) 4GB (1x4GB) DDR4 2666MHz,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
RAAD264,Ram Desktop Adata XPG Spectrix D60G RGB (AX4U320038G16A-DT60) 16GB (2x8GB) DDR4 3200Mhz,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
RAAV178,Ram Desktop AVEXIR 1SOE - Solid (AVD4UZ332001616G-1SOE) 16GB/3200 (1x16GB) DDR4 3200MHz,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes
RAAD265,Ram Desktop Adata XPG Spectrix D60 RGB (AX4U320038G16A-ST60) 8GB (1x8GB) DDR4 3200Mhz,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
RAAX002,RAM Desktop AXPRO 4GB (1x4GB) DDR3 1600MHz,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes
RASP005,DDRAM III SILICON POWER 4G/1600 UDIMM,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes
RAAN002,RAM Desktop ANTECMEMORY 1S 4GB (1x4GB) ,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes
RAKM208,Ram Desktop Kingmax Zeus Dragon RGB (KM-LD4-3000-8GRS) 8G (1x8GB) DDR4 3000Mhz,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
RAKM212,Ram Desktop Kingmax Zeus Dragon (KM-LD4-3000-16GHS) 16GB (1x16GB) DDR4 3000Mhz,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes
RAGS441,RAM Desktop Gskill Trident Z Neo (F4-3600C18D-16GTZN)16GB (2x8GB) DDR4 3600MHz,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No
RAAX010,Ram Destop Axpro 4GB (1x4GB) DDR4 2400Mhz,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes
RAAV172,Ram Desktop AVEXIR 1SOF - SOLID BLUE (AVD4UZ326661908G-1SOF) 8GB (1x8GB) DDR4 2666Mhz ,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes
RAAD258,Ram Desktop Adata XPG Gammix D10 Red (AX4U3000716G16A-SR10) 16GB (1x16GB) DDR4 3000Mhz,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes
RACO331,Ram Desktop Corsair Dominator Platinum White RGB (CMT32GX4M2C3200C16W) 32GB (2x16G) DDR4 3200MHz,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
RAAV179,Ram Desktop AVERXIR 2C2C - Core2 RGB (AVD4UZ332001608G-2C2C) 16GB (2x8GB) DDR4 3200Mhz,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
RASP006,RAM Desktop SILICON POWER 4G (1x4GB) DDR4 2133MHz,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes
RAAN004,RAM Desktop ANTECMEMORY 8GB/2400 (1*8GB) 5SB - Blue Led,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No
RAAD245,RAM Desktop ADATA XPG Spectrix D41 RGB Grey (AX4U3000316G16A-ST41) 16GB (1x16GB) 3000MHz ,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
RAKT235,RAM Desktop KINGSTON (KVR26N19S6/4) 4G (1x4GB) DDR4 2666MHz,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes
RAKM213,Ram Desktop Kingmax Zeus Dragon RGB (KM-LD4-3000-16GR) 16GB (1x16GB) DDR4 3000Mhz,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
RAAV173,Ram Desktop AVEXIR 1SOB - SOLID GRAY (AVD4UZ326661908G-1SOB) 8GB (1x8GB) DDR4 2666Mhz ,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes
RAKT264,Ram Desktop Kingston HyperX Fury RBG (HX432C16FB3AK2/16 ) 16GB (2x8GB) DDR4 3200Mhz,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
RAAV180,Ram Desktop AVERXIR 2C2C - Core2 RGB (AVD4UZ332001616G-2C2C) 32GB (2x16GB) DDR4 3200Mhz,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
RAAV079,Ram Desktop AVEXIR (AVD4UZ326661908G-1COW) 8GB (1x8GB) DDR4 2666Mhz,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No
RAAD249,RAM Desktop ADATA XPG Spectrix D41 RGB Grey (AX4U300038G16A-DT41) 16GB (2x8GB) 3000MHz,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
RAAN005,RAM Desktop ANTECMEMORY 8GB/2400 (1*8GB) 5S - RGB Led,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No
RAKT236,DDRam 4 Kingston ECC 16GB/2666Mhz -KSM26ED8/16ME,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes
RACO308,RAM Desktop Corsair DOMINATOR PLATINUM RGB (CMT16GX4M2C3000C15) 16GB (2x8G) DDR4 3000MHz,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
RACO316,RAM Desktop CORSAIR Vengeance LPX (CMK16GX4M1A2666C16) 16GB (1x16GB) DDR4 2666MHz ,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes
RAKT265,Ram Desktop Kingston HyperX Fury RGB (HX432C16FB3AK2/32 ) 32GB (2x16GB) DDR4 3200Mhz,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
RAGS306,RAM Desktop Gskill Trident Z RGB (F4-3000C16D-16GTZR) 16GB (2x8GB) DDR4 3000MHz ,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
RAGS328,RAM Desktop Gskill (F4-2800C17S-8GVR) 8GB (1x8GB) DDR4 2800MHz,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes
RAAN018,Ram Desktop ANTECMEMORY 5DD RGB Led (AM4U30168G11-5DD) 16GB (2x8GB) DDR4 3000Mhz,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
RAAV163,RAM Desktop Averxir 1COR Core (AVD4UZ326661908G-1COR) (1x8GB) DDR4 2666Mhz,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No
RAAD243,RAM Desktop Adata XPG Spectrix D41 RGB Grey (AX4U300038G16A-ST41) 8GB (1x8GB) DDR4 3000Mhz,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
RAAX008,Ram Desktop AXPRO 8GB (1x8GB) DDR4 2133MHz,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
